x	wf1	wf2	wf3
-12.48047	226.7259	226.7737	226.8212
-12.45117	227.0989	227.1459	227.186
-12.42188	227.4716	227.52	227.5601
-12.39258	227.8439	227.8955	227.9434
-12.36328	228.2153	228.2705	228.3302
-12.33398	228.5853	228.643	228.7123
-12.30469	228.9537	229.0119	229.0838
-12.27539	229.3209	229.3777	229.4443
-12.24609	229.6871	229.742	229.7989
-12.2168	230.053	230.1069	230.1555
-12.1875	230.4186	230.4734	230.5202
-12.1582	230.7838	230.8413	230.8941
-12.12891	231.1482	231.2092	231.2727
-12.09961	231.5114	231.5751	231.6488
-12.07031	231.873	231.938	232.0163
-12.04102	232.2333	232.2977	232.3738
-12.01172	232.5926	232.6555	232.7246
-11.98242	232.9512	233.013	233.0747
-11.95312	233.3094	233.3711	233.4291
-11.92383	233.6671	233.7301	233.7893
-11.89453	234.0241	234.0892	234.1533
-11.86523	234.3803	234.4474	234.5171
-11.83594	234.7353	234.8041	234.878
-11.80664	235.0894	235.1594	235.2354
-11.77734	235.4425	235.5135	235.5911
-11.74805	235.7946	235.8667	235.9465
-11.71875	236.1457	236.2187	236.3011
-11.68945	236.4957	236.5688	236.6521
-11.66016	236.8445	236.9168	236.9967
-11.63086	237.1924	237.263	237.3348
-11.60156	237.5398	237.609	237.6711
-11.57227	237.887	237.9564	238.0133
-11.54297	238.2341	238.3064	238.3677
-11.51367	238.5808	238.6583	238.7349
-11.48438	238.9264	239.0096	239.1073
-11.45508	239.2701	239.357	239.4716
-11.42578	239.6117	239.6982	239.816
-11.39648	239.9512	240.0334	240.137
-11.36719	240.2897	240.3655	240.4429
-11.33789	240.6283	240.6991	240.7509
-11.30859	240.9676	241.0379	241.0783
-11.2793	241.3077	241.3828	241.4333
-11.25	241.6476	241.7311	241.8096
-11.2207	241.9861	242.078	242.1894
-11.19141	242.3222	242.4188	242.5521
-11.16211	242.6556	242.7514	242.8857
-11.13281	242.9871	243.0775	243.1928
-11.10352	243.3177	243.4014	243.4882
-11.07422	243.6483	243.7275	243.791
-11.04492	243.9795	244.0583	244.1137
-11.01562	244.3109	244.3933	244.4573
-10.98633	244.6419	244.7298	244.8124
-10.95703	244.9717	245.0647	245.1662
-10.92773	245.3	245.3963	245.5101
-10.89844	245.6269	245.7245	245.8425
-10.86914	245.9524	246.0501	246.1669
-10.83984	246.2768	246.3739	246.4867
-10.81055	246.6	246.6958	246.8027
-10.78125	246.9222	247.0159	247.114
-10.75195	247.2435	247.3348	247.4218
-10.72266	247.5644	247.6543	247.7322
-10.69336	247.8854	247.9763	248.0535
-10.66406	248.2064	248.3012	248.3902
-10.63477	248.5268	248.6274	248.737
-10.60547	248.8459	248.9512	249.0798
-10.57617	249.163	249.2695	249.403
-10.54688	249.4781	249.5817	249.7015
-10.51758	249.7921	249.8911	249.9868
-10.48828	250.1059	250.2027	250.2819
-10.45898	250.4201	250.5199	250.606
-10.42969	250.7342	250.8412	250.9585
-10.40039	251.0468	251.1605	251.3146
-10.37109	251.3567	251.4708	251.6379
-10.3418	251.6639	251.7694	251.9063
-10.3125	251.9698	252.0615	252.1331
-10.2832	252.277	252.3589	252.3669
-10.25391	252.5873	252.6726	252.6662
-10.22461	252.9002	253.005	253.0601
-10.19531	253.2128	253.3456	253.5201
-10.16602	253.5208	253.6749	253.9648
-10.13672	253.8212	253.9752	254.3024
-10.10742	254.1145	254.2424	254.4885
-10.07812	254.4051	254.4918	254.565
-10.04883	254.6993	254.7517	254.6478
-10.01953	255.0018	255.0481	254.867
-9.990234	255.3127	255.3888	255.2891
-9.960938	255.6268	255.7562	255.8689
-9.931641	255.9359	256.1148	256.4633
-9.902344	256.2336	256.4306	256.9062
-9.873047	256.5191	256.6914	257.1064
-9.84375	256.7977	256.9149	257.108
-9.814453	257.0781	257.1401	257.0712
-9.785156	257.3678	257.4053	257.1811
-9.755859	257.6685	257.7256	257.5402
-9.726562	257.975	258.0841	258.1076
-9.697266	258.2788	258.4419	258.7214
-9.667969	258.5728	258.7612	259.1938
-9.638672	258.8555	259.0281	259.4249
-9.609375	259.1318	259.2601	259.4632
-9.580078	259.4094	259.4946	259.4737
-9.550781	259.6944	259.7651	259.6324
-9.521484	259.9869	260.0804	260.0164
-9.492188	260.2816	260.419	260.5563
-9.462891	260.5711	260.7436	261.0805
-9.433594	260.8509	261.0254	261.4241
-9.404297	261.1225	261.2628	261.5375
-9.375	261.3925	261.4839	261.5223
-9.345703	261.6686	261.7287	261.5693
-9.316406	261.9546	262.0241	261.8394
-9.287109	262.2476	262.3657	262.3601
-9.257812	262.5396	262.7191	263.0012
-9.228516	262.8218	263.0392	263.5475
-9.199219	263.0903	263.2979	263.828
-9.169922	263.3484	263.5018	263.8255
-9.140625	263.6051	263.69	263.6931
-9.111328	263.87	263.9109	263.6646
-9.082031	264.1477	264.1946	263.9145
-9.052734	264.4349	264.5343	264.4545
-9.023438	264.7229	264.8904	265.1254
-8.994141	265.0022	265.2148	265.6919
-8.964844	265.2683	265.4793	265.9878
-8.935547	265.5243	265.6928	266.0193
-8.90625	265.7783	265.894	265.9579
-8.876953	266.0382	266.1253	266.0221
-8.847656	266.3063	266.4046	266.3319
-8.818359	266.5786	266.7144	266.8291
-8.789062	266.8474	267.015	267.32
-8.759766	267.108	267.2743	267.6148
-8.730469	267.3619	267.4928	267.6714
-8.701172	267.6165	267.7057	267.6392
-8.671875	267.8793	267.9587	267.7615
-8.642578	268.1522	268.2731	268.1992
-8.613281	268.4281	268.6246	268.8972
-8.583984	268.6951	268.9539	269.5894
-8.554688	268.944	269.204	269.9597
-8.525391	269.1755	269.3619	269.8637
-8.496094	269.4017	269.4742	269.4546
-8.466797	269.6392	269.6232	269.111
-8.4375	269.8994	269.8775	269.2074
-8.408203	270.1805	270.2471	269.8787
-8.378906	270.4676	270.6725	270.9217
-8.349609	270.7415	271.0583	271.8983
-8.320312	270.9894	271.3295	272.3942
-8.291016	271.2125	271.4763	272.2767
-8.261719	271.4252	271.5584	271.7732
-8.232422	271.6458	271.6669	271.3136
-8.203125	271.8862	271.8692	271.2609
-8.173828	272.1463	272.1744	271.7129
-8.144531	272.4156	272.5361	272.4855
-8.115234	272.6808	272.8879	273.2592
-8.085938	272.9337	273.1841	273.7839
-8.056641	273.174	273.4196	274.0067
-8.027344	273.4063	273.6199	274.0484
-7.998047	273.636	273.8143	274.0712
-7.96875	273.8652	274.0157	274.156
-7.939453	274.0939	274.2203	274.2814
-7.910156	274.3228	274.4241	274.3984
-7.880859	274.5549	274.6366	274.5189
-7.851562	274.7944	274.8779	274.7296
-7.822266	275.0423	275.1608	275.1165
-7.792969	275.2944	275.4736	275.6672
-7.763672	275.5422	275.78	276.2408
-7.734375	275.7777	276.0398	276.6452
-7.705078	275.9992	276.2368	276.7716
-7.675781	276.2117	276.3904	276.6797
-7.646484	276.4247	276.5438	276.5605
-7.617188	276.6453	276.7343	276.6019
-7.587891	276.8749	276.9709	276.8632
-7.558594	277.1091	277.233	277.2528
-7.529297	277.3427	277.4917	277.6209
-7.5	277.5734	277.7342	277.8903
-7.470703	277.8027	277.9712	278.1147
-7.441406	278.0328	278.2213	278.415
-7.412109	278.2627	278.4864	278.8444
-7.382812	278.4867	278.7409	279.3011
-7.353516	278.6991	278.9469	279.5746
-7.324219	278.899	279.0862	279.5084
-7.294922	279.0942	279.1847	279.1575
-7.265625	279.2979	279.3069	278.8086
-7.236328	279.5209	279.5195	278.8272
-7.207031	279.7642	279.8463	279.426
-7.177734	280.0159	280.2448	280.4984
-7.148438	280.2571	280.6217	281.6249
-7.119141	280.4718	280.8821	282.2796
-7.089844	280.6567	280.9858	282.1401
-7.060547	280.824	280.9762	281.3125
-7.03125	280.9961	280.9636	280.3067
-7.001953	281.1944	281.07	279.7766
-6.972656	281.4275	281.3646	280.1808
-6.943359	281.6857	281.8204	281.526
-6.914062	281.944	282.3172	283.2944
-6.884766	282.1743	282.6959	284.6332
-6.855469	282.3604	282.8437	284.8072
-6.826172	282.509	282.7682	283.6933
-6.796875	282.6492	282.6112	281.9497
-6.767578	282.8184	282.5815	280.6857
-6.738281	283.0405	282.8371	280.8432
-6.708984	283.3092	283.3795	282.6323
-6.679688	283.5871	284.0275	285.2787
-6.650391	283.8256	284.505	287.3016
-6.621094	283.9952	284.6108	287.3935
-6.591797	284.1076	284.3657	285.4175
-6.5625	284.2134	284.0268	282.6413
-6.533203	284.3725	283.9395	280.9374
-6.503906	284.6151	284.3162	281.6152
-6.474609	284.9175	285.0815	284.6045
-6.445312	285.2131	285.891	288.3128
-6.416016	285.4332	286.3361	290.4127
-6.386719	285.5539	286.2209	289.4451
-6.357422	285.6155	285.7157	286.0494
-6.328125	285.6994	285.2597	282.5416
-6.298828	285.8756	285.2747	281.2721
-6.269531	286.1552	285.8876	283.1979
-6.240234	286.4816	286.8388	287.3399
-6.210938	286.7662	287.6395	291.2127
-6.181641	286.947	287.8927	292.3316
-6.152344	287.0296	287.5656	290.0859
-6.123047	287.0824	287.0088	286.2386
-6.09375	287.1895	286.7065	283.4846
-6.064453	287.3946	286.9505	283.5726
-6.035156	287.6746	287.6612	286.3729
-6.005859	287.9589	288.46	290.0615
-5.976562	288.18	288.9357	292.2645
-5.947266	288.318	288.9256	291.7181
-5.917969	288.4105	288.6101	289.1927
-5.888672	288.5209	288.3584	286.7569
-5.859375	288.6927	288.4558	286.155
-5.830078	288.9212	288.9172	287.7049
-5.800781	289.1617	289.5028	290.2561
-5.771484	289.3647	289.9078	292.0485
-5.742188	289.5117	289.9831	291.985
-5.712891	289.6254	289.8283	290.413
-5.683594	289.7494	289.6967	288.736
-5.654297	289.9155	289.7998	288.2681
-5.625	290.1223	290.1613	289.3306
-5.595703	290.3394	290.619	291.1398
-5.566406	290.532	290.9576	292.4366
-5.537109	290.6863	291.0698	292.4358
-5.507812	290.8173	291.0265	291.4028
-5.478516	290.9548	291.0094	290.3808
-5.449219	291.1194	291.1648	290.3369
-5.419922	291.3071	291.4924	291.4356
-5.390625	291.4928	291.8464	292.9165
-5.361328	291.6507	292.0472	293.6405
-5.332031	291.7752	292.0235	292.9717
-5.302734	291.8884	291.8797	291.3368
-5.273438	292.0265	291.8362	289.9789
-5.244141	292.2145	292.0792	290.1128
-5.214844	292.4454	292.6201	292.0912
-5.185547	292.6794	293.2587	295.036
-5.15625	292.8656	293.6876	297.1925
-5.126953	292.9744	293.688	297.0337
-5.097656	293.0205	293.2921	294.4557
-5.068359	293.0597	292.7906	290.9805
-5.039062	293.158	292.5694	288.7549
-5.009766	293.3516	292.8741	289.2542
-4.980469	293.622	293.6484	292.4668
-4.951172	293.903	294.5453	296.7548
-4.921875	294.1197	295.1239	299.5964
-4.892578	294.2341	295.1289	299.2257
-4.863281	294.2693	294.6648	296.0469
-4.833984	294.295	294.1284	292.3445
-4.804688	294.3812	293.9412	290.5651
-4.775391	294.5536	294.2726	291.7509
-4.746094	294.779	294.9362	294.9919
-4.716797	294.9912	295.5262	297.9677
-4.6875	295.1407	295.712	298.5103
-4.658203	295.2311	295.4879	296.3414
-4.628906	295.3159	295.1842	293.3812
-4.599609	295.4557	295.2177	292.2508
-4.570312	295.6678	295.7641	294.346
-4.541016	295.9049	296.5885	298.7288
-4.511719	296.0838	297.1701	302.3789
-4.482422	296.146	297.069	302.1753
-4.453125	296.1091	296.2862	297.5846
-4.423828	296.0683	295.3288	291.3563
-4.394531	296.1407	294.9081	287.4832
-4.365234	296.388	295.4828	288.7482
-4.335938	296.767	296.9322	295.3389
-4.306641	297.1439	298.5545	304.215
-4.277344	297.37	299.4406	309.9053
-4.248047	297.3746	299.0573	308.1649
-4.21875	297.2147	297.6366	299.9312
-4.189453	297.046	296.0474	290.4811
-4.160156	297.0329	295.256	285.0916
-4.130859	297.2536	295.7759	286.3817
-4.101562	297.6546	297.4004	293.9294
-4.072266	298.0817	299.3039	304.2116
-4.042969	298.3676	300.4824	311.357
-4.013672	298.4272	300.3462	310.7083
-3.984375	298.3042	299.087	302.9651
-3.955078	298.1411	297.5339	293.449
-3.925781	298.0946	296.6251	287.5575
-3.896484	298.2486	296.8893	287.9583
-3.867188	298.5717	298.201	294.3416
-3.837891	298.9387	299.8626	303.5854
-3.808594	299.2025	300.9726	310.4092
-3.779297	299.2779	300.9407	310.3103
-3.75	299.1905	299.8571	303.3775
-3.720703	299.0619	298.4436	294.2696
-3.691406	299.0405	297.6201	288.4088
-3.662109	299.2146	297.9808	289.0526
-3.632812	299.5563	299.4537	296.4416
-3.603516	299.9298	301.278	307.2101
-3.574219	300.1648	302.3703	314.6477
-3.544922	300.1614	301.9911	312.8215
-3.515625	299.9632	300.3019	302.3649
-3.486328	299.7458	298.3439	290.116
-3.457031	299.7188	297.4205	283.3624
-3.427734	299.9937	298.3172	286.2755
-3.398438	300.498	300.7738	298.9797
-3.369141	300.9968	303.4578	315.6701
-3.339844	301.2256	304.6397	324.5876
-3.310547	301.0669	303.3887	317.287
-3.28125	300.6491	300.3859	298.7974
-3.251953	300.2861	297.5402	281.8316
-3.222656	300.2859	296.7506	275.6804
-3.193359	300.7467	298.7674	284.0427
-3.164062	301.4707	302.6531	305.2459
-3.134766	302.0645	306.0771	328.1573
-3.105469	302.1858	306.6879	334.0685
-3.076172	301.7838	303.9324	316.4753
-3.046875	301.1551	299.6132	290.307
-3.017578	300.7593	296.5515	272.7983
-2.988281	300.9216	296.7354	271.5554
-2.958984	301.6178	300.2398	287.7755
-2.929688	302.4753	305.0886	316.0868
-2.900391	303.0008	308.2011	338.6857
-2.871094	302.9056	307.4577	335.1606
-2.841797	302.3047	303.4319	309.0538
-2.8125	301.6381	298.903	282.5809
-2.783203	301.3751	296.7228	270.4065
-2.753906	301.7165	298.1166	275.8055
-2.724609	302.4815	302.2017	296.4897
-2.695312	303.234	306.4849	322.8736
-2.666016	303.5658	308.3057	336.5423
-2.636719	303.3557	306.6939	326.1794
-2.607422	302.8267	303.0414	302.712
-2.578125	302.3719	299.8563	284.2312
-2.548828	302.2915	298.9582	279.1721
-2.519531	302.6253	300.5762	287.2866
-2.490234	303.1655	303.5016	303.4886
-2.460938	303.6155	305.9211	318.461
-2.431641	303.78	306.5483	322.6162
-2.402344	303.6639	305.3853	314.6239
-2.373047	303.4304	303.5122	302.3684
-2.34375	303.2702	302.167	294.1534
-2.314453	303.2852	301.9647	293.0019
-2.285156	303.4554	302.7363	297.4461
-2.255859	303.6868	303.8627	303.9664
-2.226562	303.8858	304.7453	309.0531
-2.197266	304.006	305.1059	310.8419
-2.167969	304.0492	304.9879	309.575
-2.138672	304.0398	304.5732	306.583
-2.109375	304.0068	304.0402	303.085
-2.080078	303.9829	303.5651	300.0064
-2.050781	304.0087	303.3748	298.4438
-2.021484	304.118	303.6921	299.6849
-1.992188	304.3078	304.5461	304.2803
-1.962891	304.5169	305.5992	310.6647
-1.933594	304.6456	306.2182	314.859
-1.904297	304.619	305.8662	312.9622
-1.875	304.4537	304.574	305.0135
-1.845703	304.2729	303.0713	295.592
-1.816406	304.2416	302.3961	290.5131
-1.787109	304.4556	303.2303	293.6783
-1.757812	304.858	305.3661	305.2701
-1.728516	305.248	307.6425	319.8132
-1.699219	305.3963	308.5529	326.8827
-1.669922	305.2	307.3033	319.6026
-1.640625	304.7711	304.5039	302.6935
-1.611328	304.3844	301.8209	287.1594
-1.582031	304.3141	300.9167	281.0181
-1.552734	304.6612	302.4986	287.467
-1.523438	305.2801	305.8927	305.486
-1.494141	305.8493	309.2512	327.0579
-1.464844	306.0565	310.523	336.9819
-1.435547	305.7907	308.8389	326.2292
-1.40625	305.2158	305.1886	303.5587
-1.376953	304.6757	301.7074	284.1608
-1.347656	304.4963	300.3241	276.4755
-1.318359	304.8048	301.818	282.8214
-1.289062	305.4594	305.5032	302.2268
-1.259766	306.1204	309.431	327.1795
-1.230469	306.4329	311.289	340.9
-1.201172	306.233	309.8762	330.9526
-1.171875	305.6523	306.0452	305.815
-1.142578	305.049	302.1244	283.4636
-1.113281	304.8017	300.4123	274.358
-1.083984	305.0874	301.9633	281.6551
-1.054688	305.7664	306.0481	304.445
-1.025391	306.4439	310.2949	332.7629
-0.9960938	306.6996	311.8806	344.777
-0.9667969	306.3648	309.567	327.9451
-0.9375	305.6559	304.8325	297.4181
-0.9082031	305.0508	300.7922	274.8601
-0.8789062	304.9823	300.0756	270.3041
-0.8496094	305.5494	303.3485	286.3137
-0.8203125	306.4283	308.8263	319.3029
-0.7910156	307.0559	312.9424	349.5029
-0.7617188	307.0008	312.6368	347.825
-0.7324219	306.2785	307.9514	315.1651
-0.703125	305.3607	302.0857	280.9764
-0.6738281	304.8619	298.8441	264.5574
-0.6445312	305.132	300.2402	270.3536
-0.6152344	306.0254	305.555	297.913
-0.5859375	306.9841	311.5505	336.8157
-0.5566406	307.3966	314.1767	357.192
-0.5273438	307.0145	311.6024	337.8119
-0.4980469	306.1211	305.8234	299.7756
-0.46875	305.3218	300.844	273.0408
-0.4394531	305.1253	299.6659	267.8472
-0.4101562	305.6242	302.747	283.6866
-0.3808594	306.4615	308.0076	314.6081
-0.3515625	307.082	311.967	342.2629
-0.3222656	307.1069	312.0086	342.7565
-0.2929688	306.5765	308.3935	317.0072
-0.2636719	305.8922	303.891	289.235
-0.234375	305.5186	301.4726	276.2719
-0.2050781	305.6785	302.442	281.4285
-0.1757812	306.2364	305.982	301.4826
-0.1464844	306.8132	309.7602	326.2159
-0.1171875	307.0413	311.3298	338.092
-0.08789062	306.7944	309.7725	327.3733
-0.05859375	306.2474	306.2739	304.6006
-0.02929688	305.7429	303.0835	286.3012
0	305.5748	301.9862	280.4535
0.02929688	305.8292	303.4685	287.9109
0.05859375	306.3552	306.6676	305.8226
0.08789062	306.8589	309.8196	326.0354
0.1171875	307.0643	311.1425	335.3896
0.1464844	306.8601	309.8897	326.6026
0.1757812	306.356	306.8216	307.0486
0.2050781	305.82	303.6627	289.6303
0.234375	305.5341	302.0625	281.8976
0.2636719	305.6476	302.8144	285.9181
0.2929688	306.0972	305.5465	300.6515
0.3222656	306.6352	308.8284	320.4215
0.3515625	306.9589	310.8029	333.3452
0.3808594	306.883	310.2887	329.3088
0.4101562	306.4512	307.6217	311.7686
0.4394531	305.911	304.4219	293.494
0.46875	305.5647	302.5005	283.9621
0.4980469	305.5931	302.8425	286.2411
0.5273438	305.9565	305.1832	299.2306
0.5566406	306.4245	308.1645	317.329
0.5859375	306.7131	310.0321	329.708
0.6152344	306.6518	309.6826	327.1332
0.6445312	306.2788	307.3874	311.9942
0.6738281	305.8088	304.5543	295.2995
0.703125	305.5021	302.7804	285.8873
0.7324219	305.5194	302.9919	287.0999
0.7617188	305.84	305.0704	298.5898
0.7910156	306.2755	307.9148	316.0343
0.8203125	306.5684	309.9162	329.6027
0.8496094	306.5304	309.8289	328.9786
0.8789062	306.151	307.5956	314.1744
0.9082031	305.6134	304.437	295.6335
0.9375	305.201	302.1061	283.5456
0.9667969	305.1431	301.9185	282.8489
0.9960938	305.4798	304.0905	294.5244
1.025391	306.0225	307.5271	314.8622
1.054688	306.4446	310.2247	332.3274
1.083984	306.4722	310.4315	332.9055
1.113281	306.0621	307.9504	315.839
1.142578	305.4399	304.3534	294.8795
1.171875	304.9603	301.8384	282.7621
1.201172	304.8811	301.8064	284.2009
1.230469	305.2027	304.1114	297.8205
1.259766	305.6747	307.1786	316.2421
1.289062	305.9675	308.9617	326.7736
1.318359	305.8971	308.3764	321.3368
1.347656	305.5429	306.1126	306.0638
1.376953	305.1702	303.992	293.893
1.40625	305.0201	303.4998	292.5724
1.435547	305.1329	304.7505	301.693
1.464844	305.3335	306.5022	313.812
1.494141	305.383	307.1408	318.3197
1.523438	305.1792	306.0018	310.7276
1.552734	304.8443	303.9478	297.6407
1.582031	304.6303	302.6558	289.5736
1.611328	304.7164	303.2935	292.7543
1.640625	305.057	305.6239	306.5684
1.669922	305.3975	308.0666	322.5398
1.699219	305.4519	308.76	327.6241
1.728516	305.1152	307.01	316.5982
1.757812	304.548	303.8798	298.3514
1.787109	304.0692	301.3465	285.2325
1.816406	303.9402	300.9058	283.5274
1.845703	304.2	302.7251	293.4196
1.875	304.6519	305.6459	310.1196
1.904297	304.9983	307.8967	323.9409
1.933594	305.0285	308.2055	325.5168
1.962891	304.7332	306.5951	314.923
1.992188	304.2803	304.198	301.054
2.021484	303.8876	302.3359	291.9846
2.050781	303.6971	301.7361	290.276
2.080078	303.7245	302.3574	294.634
2.109375	303.8895	303.6647	302.2466
2.138672	304.0797	305.0071	309.9157
2.167969	304.1996	305.8723	314.7146
2.197266	304.1915	305.979	314.8317
2.226562	304.04	305.2946	310.3629
2.255859	303.7776	304.0537	303.3253
2.285156	303.486	302.7459	296.7647
2.314453	303.273	301.973	293.6107
2.34375	303.2202	302.1603	295.6951
2.373047	303.3267	303.252	302.6898
2.402344	303.4921	304.6146	311.1104
2.431641	303.5672	305.3329	315.2338
2.460938	303.4515	304.8254	311.4515
2.490234	303.1703	303.3334	302.1386
2.519531	302.8683	301.8211	293.7136
2.548828	302.7136	301.322	291.6874
2.578125	302.7766	302.2191	297.7969
2.607422	302.9703	303.9272	308.9139
2.636719	303.101	305.2004	317.3771
2.666016	303.0023	304.979	315.9255
2.695312	302.6598	303.221	304.9839
2.724609	302.2341	300.994	292.3409
2.753906	301.9573	299.7329	285.9335
2.783203	301.977	300.291	289.5283
2.8125	302.2516	302.3939	302.0481
2.841797	302.5673	304.7351	316.7663
2.871094	302.6708	305.7366	323.1344
2.900391	302.4343	304.6294	315.6268
2.929688	301.9417	302.0352	300.017
2.958984	301.4367	299.5112	286.7909
2.988281	301.1687	298.505	282.6647
3.017578	301.242	299.5355	289.2557
3.046875	301.556	301.9507	303.7805
3.076172	301.8669	304.2626	318.314
3.105469	301.9347	304.9904	322.5398
3.134766	301.6673	303.6268	312.9961
3.164062	301.1757	300.9908	297.0404
3.193359	300.7037	298.6482	284.833
3.222656	300.4811	297.9319	282.2387
3.251953	300.5891	299.234	290.5012
3.28125	300.9098	301.7975	306.4609
3.310547	301.1893	304.0393	321.1133
3.339844	301.184	304.4241	323.1956
3.369141	300.8127	302.5101	310.2336
3.398438	300.2188	299.328	291.6271
3.427734	299.6951	296.7207	278.5048
3.457031	299.5139	296.2352	276.9403
3.486328	299.7593	298.2898	288.6083
3.515625	300.2588	301.8554	310.1381
3.544922	300.6627	304.7973	329.3033
3.574219	300.6451	305.0749	330.072
3.603516	300.1149	302.2413	310.7401
3.632812	299.2923	297.8751	286.3224
3.662109	298.5877	294.4739	270.8064
3.691406	298.3587	293.9245	269.7962
3.720703	298.6963	296.5793	284.1848
3.75	299.3603	301.036	310.0013
3.779297	299.9062	304.664	332.9118
3.808594	299.9461	305.1056	333.895
3.837891	299.3903	302.0101	312.0063
3.867188	298.5046	297.3135	285.7407
3.896484	297.7395	293.7417	270.2202
3.925781	297.4561	293.1081	269.8814
3.955078	297.7248	295.5383	283.8579
3.984375	298.2996	299.5323	306.8834
4.013672	298.7714	302.6924	326.042
4.042969	298.8122	303.1067	326.8158
4.072266	298.3644	300.6457	309.4875
4.101562	297.6557	296.963	288.6487
4.130859	297.04	294.2053	276.4486
4.160156	296.7816	293.6939	276.5396
4.189453	296.9182	295.4004	287.3834
4.21875	297.2645	298.135	303.6298
4.248047	297.5366	300.219	315.9855
4.277344	297.5191	300.4418	316.189
4.306641	297.1796	298.7817	305.0411
4.335938	296.6679	296.3146	291.2364
4.365234	296.2121	294.4209	282.6779
4.394531	295.9847	293.9772	282.3755
4.423828	296.0174	295.0014	289.423
4.453125	296.1987	296.7555	300.0383
4.482422	296.3474	298.1695	308.3297
4.511719	296.3141	298.4259	309.2918
4.541016	296.059	297.4103	302.8378
4.570312	295.6634	295.7198	293.6642
4.599609	295.2747	294.2418	286.9894
4.628906	295.022	293.6378	285.4957
4.658203	294.9509	294.0461	289.0873
4.6875	295.0091	295.0859	295.566
4.716797	295.0842	296.0995	301.4523
4.746094	295.0677	296.5113	303.5947
4.775391	294.9103	296.1228	301.1731
4.804688	294.6389	295.1728	296.1236
4.833984	294.3306	294.1396	291.4097
4.863281	294.0665	293.4513	289.0801
4.892578	293.8915	293.2893	289.599
4.921875	293.8014	293.5613	292.1486
4.951172	293.7555	294.002	295.2205
4.980469	293.7021	294.3229	297.2812
5.009766	293.6029	294.34	297.4441
5.039062	293.4458	294.0339	295.8519
5.068359	293.245	293.5342	293.4991
5.097656	293.0317	293.0436	291.6294
5.126953	292.8379	292.738	291.1103
5.15625	292.6807	292.6775	292.0375
5.185547	292.553	292.7706	293.6515
5.214844	292.4274	292.82	294.6785
5.244141	292.2746	292.6468	294.1194
5.273438	292.0854	292.2262	292.0537
5.302734	291.8826	291.7355	289.7485
5.332031	291.7088	291.4554	288.8836
5.361328	291.5953	291.5717	290.4293
5.390625	291.5323	292.0055	293.8115
5.419922	291.4643	292.4055	296.8803
5.449219	291.321	292.3496	297.1268
5.478516	291.0664	291.648	293.6765
5.507812	290.7335	290.5279	288.2291
5.537109	290.4143	289.5349	283.9081
5.566406	290.2074	289.2055	283.2886
5.595703	290.1535	289.723	287.0636
5.625	290.2024	290.7656	293.4871
5.654297	290.2353	291.6512	298.7761
5.683594	290.1339	291.7369	299.2637
5.712891	289.8538	290.8417	294.3633
5.742188	289.4539	289.3792	287.1303
5.771484	289.0624	288.0916	281.7218
5.800781	288.8002	287.5951	280.7835
5.830078	288.7114	288.0384	284.5266
5.859375	288.7407	289.0417	290.8133
5.888672	288.7694	289.9209	295.9459
5.917969	288.6857	290.0886	296.7173
5.947266	288.4488	289.4038	292.7997
5.976562	288.1069	288.234	286.932
6.005859	287.7624	287.1939	282.6423
6.035156	287.5085	286.7615	282.0263
6.064453	287.3763	287.0191	284.9816
6.09375	287.3217	287.6384	289.4593
6.123047	287.2576	288.0935	292.4854
6.152344	287.1091	287.9879	291.9894
6.181641	286.8594	287.3015	288.3368
6.210938	286.5586	286.3942	284.0028
6.240234	286.2895	285.763	281.7278
6.269531	286.1136	285.7223	282.8725
6.298828	286.0294	286.2026	286.7435
6.328125	285.9715	286.7805	290.8308
6.357422	285.8496	286.9334	292.159
6.386719	285.608	286.3834	289.4313
6.416016	285.2654	285.3022	284.1495
6.445312	284.9085	284.2201	279.4697
6.474609	284.641	283.6984	278.0957
6.503906	284.5184	283.9854	280.911
6.533203	284.5099	284.85	286.5209
6.5625	284.5119	285.689	291.617
6.591797	284.4072	285.8728	292.7356
6.621094	284.1367	285.146	288.8739
6.650391	283.7378	283.8045	282.377
6.679688	283.3233	282.5102	277.0167
6.708984	283.0153	281.8857	275.5346
6.738281	282.8736	282.1611	278.5158
6.767578	282.8617	283.055	284.2817
6.796875	282.8692	283.9338	289.4614
6.826172	282.7771	284.1762	290.7551
6.855469	282.5269	283.548	287.3243
6.884766	282.1524	282.3375	281.4436
6.914062	281.7567	281.1547	276.6059
6.943359	281.4483	280.5524	275.2451
6.972656	281.2792	280.719	277.7499
7.001953	281.2178	281.3972	282.4993
7.03125	281.1714	282.0454	286.5699
7.060547	281.0428	282.1568	287.3333
7.089844	280.7871	281.5619	284.2922
7.119141	280.4362	280.5214	279.4156
7.148438	280.0771	279.5482	275.5841
7.177734	279.798	279.0915	274.7833
7.207031	279.6369	279.2836	277.252
7.236328	279.5603	279.8762	281.4684
7.265625	279.4841	280.3855	284.8178
7.294922	279.3232	280.3743	285.0649
7.324219	279.0422	279.7157	281.9236
7.353516	278.6759	278.6685	277.2512
7.382812	278.3089	277.7146	273.6592
7.412109	278.026	277.2736	272.9497
7.441406	277.8638	277.4714	275.3602
7.470703	277.79	278.0758	279.5139
7.5	277.7213	278.6233	282.973
7.529297	277.5711	278.6783	283.5474
7.558594	277.298	278.086	280.784
7.587891	276.9287	277.0604	276.2798
7.617188	276.5421	276.0498	272.4812
