Tf	wirrc_sta	wirrc_tra	fidc_sta	fidc_tra	wirre_sta	wirre_tra	fide_sta	fide_tra
3.2	0.023973000012	111.552305	0.99999530614	0.99325751225	0.008872199995	77.5115792	0.99999835904	0.9950841718
3.21	0.023272000007	109.900726	0.99999519692	0.99311523614	0.0084242000006	76.3581208	0.99999834487	0.99497508695
3.22	0.022592000004	108.264397	0.99999508806	0.99296538825	0.0080001999939	75.2159552	0.99999832596	0.99485953676
3.23	0.021933000003	106.643302	0.99999498322	0.99282302655	0.0075994000034	74.0850488	0.99999830305	0.99474903745
3.24	0.021295000003	105.037424	0.99999488153	0.99268339952	0.0072226000007	72.9653688	0.99999827594	0.99463997385
3.25	0.020679000006	103.446744	0.99999478324	0.99254669697	0.0068689999998	71.8568792	0.99999824467	0.99453250588
3.26	0.02008400001	101.871242	0.99999468953	0.99241803441	0.006539400001	70.7595448	0.99999820974	0.9944306247
3.27	0.019510999998	100.310895	0.99999459782	0.99228278049	0.006233000004	69.6733296	0.99999817002	0.99432296538
3.28	0.018959000005	98.765681	0.99999451112	0.99215590216	0.0059497999948	68.5981968	0.99999812685	0.99422118155
3.29	0.018429999997	97.235573	0.99999442869	0.9920326196	0.0056898000017	67.534108	0.99999807996	0.99412157073
3.3	0.017922000008	95.720544	0.99999435072	0.99191307882	0.0054529999964	66.4810248	0.9999980295	0.99402426172
3.31	0.017437000004	94.220566	0.99999427738	0.99179741716	0.0052385999928	65.4389072	0.99999797563	0.99392937706
3.32	0.016973000001	92.735609	0.99999420883	0.99168576343	0.0050466000054	64.407716	0.99999791855	0.99383703315
3.33	0.016531	91.26564	0.9999941452	0.99157823791	0.0048770000055	63.3874096	0.99999785845	0.9937473402
3.34	0.016112000001	89.810626	0.99999408662	0.99147495247	0.0047289999933	62.3779464	0.99999779554	0.9936604023
3.35	0.015714000003	88.370533	0.99999403321	0.99137601064	0.004602599997	61.3792848	0.99999773004	0.99357631744
3.36	0.015337000008	86.945322	0.99999398506	0.99128150766	0.0044970000025	60.3913808	0.9999976622	0.99349517756
3.37	0.014982000014	85.534958	0.99999394227	0.99119153066	0.0044121999955	59.4141904	0.99999759225	0.99341706859
3.38	0.014649000004	84.139399	0.99999390489	0.9911061587	0.0043474000044	58.4476696	0.99999752044	0.99334207051
3.39	0.014336000014	82.758606	0.99999387298	0.99102546291	0.0043018000006	57.4917736	0.99999744704	0.99327025739
3.4	0.014044000007	81.392534	0.99999384658	0.99094950656	0.0042761999985	56.5464552	0.99999737231	0.99320169747
3.41	0.013772000003	80.041142	0.99999382572	0.99087834525	0.0042681999978	55.6116696	0.99999729653	0.9931364532
3.42	0.013521	78.704382	0.99999381042	0.990812027	0.0042785999987	54.687368	0.99999721997	0.99307458134
3.43	0.013288999998	77.38221	0.99999380066	0.99075059236	0.0043058000009	53.7735032	0.9999971429	0.99301613299
3.44	0.013075999998	76.074575	0.99999379644	0.99069407458	0.0043498000045	52.8700272	0.99999706562	0.99296115375
3.45	0.012882	74.78143	0.99999379773	0.99064249976	0.0044097999953	51.9768904	0.99999698839	0.99290968367
3.46	0.012707000003	73.502724	0.99999380449	0.99059588695	0.0044850000015	51.0940432	0.9999969115	0.99286175748
3.47	0.012549000008	72.238403	0.99999381668	0.99055424834	0.0045745999947	50.2214352	0.99999683523	0.99281740457
3.48	0.012409000014	70.988416	0.99999383421	0.99051758939	0.0046786000033	49.359016	0.99999675985	0.99277664912
3.49	0.012285000004	69.752707	0.99999385704	0.99048590903	0.0047945999987	48.5067328	0.99999668564	0.99273951023
3.5	0.012177000013	68.53122	0.99999388505	0.99045919975	0.0049241999952	47.6645352	0.99999661285	0.99270600197
3.51	0.012085000005	67.323899	0.99999391771	0.99044117588	0.0050642000068	46.8323696	0.9999965425	0.99267929778
3.52	0.012008999999	66.130685	0.99999395627	0.99042063346	0.0052162000052	46.0101832	0.99999647262	0.99264990912
3.53	0.011946000011	64.951519	0.99999399869	0.99041231404	0.0053770000043	45.1979224	0.99999640637	0.9926303934
3.54	0.011897000007	63.78634	0.99999404699	0.99040170893	0.0055474000042	44.3955328	0.99999634115	0.99260838684
3.55	0.011861000004	62.635085	0.99999409934	0.99039953036	0.0057266000048	43.6029592	0.9999962793	0.99259307457
3.56	0.011837000002	61.497694	0.99999415616	0.99040215293	0.0059122000059	42.8201472	0.99999622034	0.99258137799
3.57	0.011825000001	60.3741	0.99999421731	0.99040952911	0.0061057999935	42.0470408	0.99999616446	0.99257327908
3.58	0.011824000001	59.26424	0.99999428263	0.99042160633	0.0063041999957	41.283584	0.99999611188	0.99256875573
3.59	0.011833000002	58.168047	0.99999435195	0.99043832723	0.0065089999985	40.5297192	0.99999606276	0.99256778179
3.6	0.011852000004	57.085453	0.9999944251	0.99045962977	0.0067170000015	39.7853896	0.99999601731	0.99257032727
3.61	0.011879000006	56.016391	0.99999450191	0.99048544748	0.0069290000048	39.0505384	0.99999597567	0.99257635841
3.62	0.011915000009	54.960792	0.99999458221	0.99051570959	0.0071433999941	38.3251072	0.99999593798	0.99258583783
3.63	0.011957000012	53.918585	0.99999466579	0.99055034123	0.0073601999978	37.6090368	0.99999590439	0.99259872466
3.64	0.012005999999	52.889699	0.99999475247	0.99058926366	0.0075778000016	36.9022696	0.99999587502	0.99261497464
3.65	0.012061000003	51.874062	0.99999484207	0.9906323944	0.0077954000054	36.2047448	0.99999584997	0.99263454029
3.66	0.012121000008	50.871602	0.99999493438	0.99067964743	0.008012999995	35.516404	0.99999582933	0.99265737103
3.67	0.012186000013	49.882243	0.9999950292	0.9907309334	0.0082289999987	34.8371864	0.99999581317	0.99268341326
3.68	0.012254000001	48.905912	0.99999512633	0.99078615981	0.0084434000022	34.167032	0.99999580157	0.99271261059
3.69	0.012324000007	47.942532	0.99999522558	0.99084523118	0.0086554000055	33.5058792	0.99999579456	0.99274490388
3.7	0.012398000013	46.992028	0.99999532673	0.99090804921	0.0088641999944	32.8536672	0.99999579219	0.99278023144
3.71	0.012472000002	46.054322	0.99999542957	0.99097451305	0.0090689999971	32.2103352	0.99999579446	0.9928185291
3.72	0.012547000008	45.129336	0.99999553391	0.9910445194	0.0092689999995	31.5758208	0.99999580137	0.9928597304
3.73	0.012623000014	44.216992	0.99999563954	0.99111796272	0.0094642000014	30.9500616	0.99999581293	0.9929037667
3.74	0.012698000003	43.317209	0.99999574624	0.99119473541	0.0096530000028	30.332996	0.99999582909	0.99295056729
3.75	0.012772000009	42.429907	0.99999585381	0.991274728	0.0098354000037	29.72456	0.99999584982	0.99300005955
3.76	0.012843999997	41.555006	0.9999959609	0.99135969143	0.010011400004	29.1246912	0.99999587491	0.99305395532
3.77	0.012914000003	40.692423	0.99999607076	0.99144392659	0.010179400004	28.5333264	0.99999590473	0.99310681984
3.78	0.012981000008	39.842077	0.99999617857	0.99153462973	0.010339400003	27.9504016	0.99999593855	0.99316561081
3.79	0.013044000013	39.003884	0.99999628875	0.9916246517	0.010491400001	27.3758528	0.99999597708	0.99322343328
